0,1,2,3,4,5,6,7,8,9
-0.42258314324683954,0.17168826265346804,0.259364443084874,-0.35212192562026134,0.19222749401263034,-0.1171599622116372,0.31294413488461115,-0.23884221072715575,0.05513844203415037,-0.5447680468638274
1.1702700281571314,0.3325767627888554,-0.08780251564356786,0.563438346451599,-0.43613504347578835,0.5054075099759383,0.5999386258673863,0.44310077277018056,1.07682698808775,-0.6482597199794827
-0.4956652976918999,-0.44633025125167397,-0.4221401320131783,-0.1357023052163516,-0.08353868159344757,0.027669368701414617,-0.2578927267803067,-0.7502519960069175,0.32500278264093546,0.17680546821143772
1.0463887913516043,0.5634638295932215,-0.21307452926913772,-0.4998310423635131,-0.9229474247374723,0.1370367201472919,0.970095318580514,0.3867799258658251,-0.0983745587453768,-1.4419638864229547
1.054993336454709,0.08643245339059295,0.3996212392816916,0.265020067951046,0.25337814712989104,0.7570658530649983,0.85964655694407,0.5884545335397772,0.3286045757871108,0.3523671704561559
0.4396337330487047,-1.0261734845087653,0.4366983412829069,-0.6496368834004973,-0.6346442584605919,0.057252866974125204,-0.08136882179738357,0.6044199237293666,-0.24604780771282916,-0.6039485371550357
-2.1244145729999873,0.3141179586738748,-1.3183512008070681,-0.6286070231298341,3.0663527909683155,0.5826500605639753,1.106959993137175,0.208832935385318,-0.44977703704723043,-0.6269462457445384
-1.3160932186097645,0.41090600427923374,0.1847390047923803,0.09420455846545582,-1.100145905534969,-0.7318014872033687,-0.06438550423784442,-0.9138758832815456,0.14828031434983,-0.9328303070194071
-1.56229152006947,-0.47801591126801457,0.8229284408531801,1.4128611715039325,0.31105601412217254,-0.44160083145391277,-0.3305876928252546,-0.7151859902259621,-0.01946764125478454,1.1571570336181138
0.8911912002378239,0.8176755972582523,0.7524317555584686,-0.8026401853910596,-0.18706269461691125,0.5751521141789354,1.4187046405307557,-1.4097913153279005,0.9106356952844042,-1.6099878357127695
0.10015424560250076,0.45100679535599153,0.12093272652017983,0.25620547605137006,0.718314940614656,0.23210021808313674,-0.4912353961900838,0.9490962513513034,-0.015229109451514757,0.8494260960624563
-0.9741408708573124,0.9748877366822936,-0.1638124107868799,-0.2329145568329499,-1.0449503774056077,-0.15963176570032114,1.0828840861171567,2.1138035732748204,-0.6863424560502971,0.6055447635590973
0.9336643310203666,0.46613311120467865,0.03403409243832568,-0.7634298870438291,0.8962182876482283,1.1173135972966064,0.9402006950571089,1.1551581194287255,-0.1820165512424103,-1.3262463788077978
-0.6718125268824842,-0.17495160883276864,-1.2655720554629593,0.8599876203169504,-0.1582395481729136,-0.5544071705011108,1.3618204411523436,0.1315033303296646,0.6135768202090023,-0.0892555311557238
-1.5914971224452599,-1.031680560034501,-0.7956944585341501,0.4940027801930952,1.864481755400401,1.5253042626799005,-0.17533509211502488,-0.2705252605194934,0.018185647232287234,0.8225306641427451
-1.9725504545026062,0.16527363879097537,0.8450404403813545,0.6262669741522148,-1.2590177148994157,1.1519411388632397,0.7962997839769073,0.39108103880701983,-0.10303281659382492,-0.46725839197586316
-0.4774042034113031,-2.026297085938827,-1.4375162375863386,0.8364475689130616,-1.0773269701089654,-0.3970615130887539,0.36781387632642765,0.5820855609341405,-0.32709539480921507,0.34357190576977303
-0.11099152224066416,-0.29201937171545933,0.20638036250232952,0.07715977583540713,-0.6026317221433115,-0.5055938601305329,-0.3942848817072168,0.07692473640812139,-0.05487228067949374,-0.2610520001291672
1.268288421531931,-0.9731178289113314,0.6921660560174409,-1.0100896326197597,0.24770414474132182,1.0222290580909414,-2.3005643372791593,0.5043434405483068,-0.26433263129588613,0.7903225231761944
-0.6579398907576413,0.31954259734483537,-0.13632644346858655,0.5382681952938436,-0.26108311147067176,0.24005137160497877,-0.1779571373636227,0.04672196360900484,0.0952465891503236,0.15404205705755195
